name,location,cuisines,rate,approx_cost_for_two,online_order,book_table
Maaheshwari Chaat Wala," Ulsoor, Bangalore",Street Food,3.9,100,1,0
Pakizah," Bannerghatta Road, Bangalore","Biryani, North Indian, Fast Food, Chinese",3.9,500,1,0
Banaras Sweet House," Majestic, Bangalore","Mithai, Fast Food",3.9,100,1,0
La Celeste," Rajarajeshwari Nagar, Bangalore","Sandwich, Fast Food, Beverages, Desserts",3.9,500,1,0
Big Straw Blast," Sahakara Nagar, Bangalore",Beverages,4.05,150,1,0
Adithya," JP Nagar, Bangalore","South Indian, North Indian, Chinese, Street Food, Beverages",3.9,300,1,0
Marenahalli Donne Biriyani," JP Nagar, Bangalore","Biryani, South Indian",3.9,350,1,0
Moolehatti Donne Biriyani Mane," HSR, Bangalore","Biryani, South Indian, North Indian",3.95,400,1,0
Ganesh Bhavan," Brookefield, Bangalore",South Indian,4.0,200,1,0
Vyanjan," BTM, Bangalore","North Indian, Street Food",3.8,300,1,0
Desi Vdesi," Church Street, Bangalore","North Indian, Fast Food, Beverages",3.95,300,1,0
Sri Ayodhya Veg," Vijay Nagar, Bangalore","South Indian, North Indian, Chinese",3.9,200,1,0
Chantilly," Indiranagar, Bangalore","Cafe, Bakery",4.0,450,1,0
Om Meals & Paratha Junction," New BEL Road, Bangalore","North Indian, Chinese, Biryani, Beverages",3.9,100,1,0
Momo Rice Noodles," Ejipura, Bangalore","Chinese, Thai, Seafood",4.0,500,1,0
Tandoori Junction," Marathahalli, Bangalore","Biryani, North Indian, Chinese, Seafood",3.85,400,1,0
Al Sadique," Magadi Road, Bangalore","North Indian, Mughlai, Chinese, Rolls",3.95,450,1,0
Café Secret Alley," Indiranagar, Bangalore","North Indian, Chinese, Continental, Fast Food, Cafe",3.8,500,1,0
Simhapuri Mess," Old Airport Road, Bangalore","Andhra, Biryani, Chinese",3.9,400,1,0
Hatti Kaapi," Kempegowda International Airport, Bangalore","Coffee, Beverages, Fast Food",3.9,400,1,0
King Kong," Shivajinagar, Bangalore",Chinese,4.1,300,1,0
Kavali," Banashankari, Bangalore","South Indian, Street Food",3.9,300,1,0
Yauatcha Pâtisserie," 1 MG Road Mall, MG Road, Bangalore","Desserts, Tea",3.9,600,1,0
Nothing But Chicken," Koramangala 4th Block, Bangalore","Raw Meats, Fast Food, Salad, Finger Food, BBQ, Wraps, Healthy Food",3.9,400,1,0
Havmor Ice Cream," Vijay Nagar, Bangalore","Desserts, Ice Cream, Beverages",3.8,300,1,0
Ooty Chocolates," Indiranagar, Bangalore",Desserts,4.25,300,1,0
Kosta Spice," Bellandur, Bangalore","Andhra, South Indian, Biryani, Chinese",3.9,250,1,0
Bettaiah Hotel," Nagarbhavi, Bangalore","North Indian, Chinese",4.1,400,1,0
Amarnath Chat," Jayanagar, Bangalore","Street Food, Ice Cream",3.9,250,1,0
Amarnath Chat," Jayanagar, Bangalore","Street Food, Ice Cream",3.9,250,1,0
Meisterwurst," HSR, Bangalore","Burger, American",3.9,600,1,0
Sri Pillaiyar Bhavan," Electronic City, Bangalore","South Indian, Healthy Food, Beverages",3.75,400,1,0
Bangalore Thindies  ," Indiranagar, Bangalore",South Indian,4.15,150,1,0
Naksha Greens," Sahakara Nagar, Bangalore","Juices, Beverages, Fast Food",3.9,150,1,0
Ohana Fusion kitchen," Indiranagar, Bangalore","North Indian, Chinese, Fast Food, Bengali",3.9,600,1,0
Go Fish," Jakkur, Bangalore","Seafood, Mangalorean",3.6,400,1,0
Hotel Ashoka," Shivajinagar, Bangalore",South Indian,3.9,200,1,0
JK Kabab Center," KR Puram, Bangalore",Biryani,3.9,200,1,0
The Bihari Rasoi," Bommanahalli, Bangalore","North Indian, Bihari",3.9,500,1,0
Cheesy Bites," New BEL Road, Bangalore","Chinese, Fast Food, Italian",3.75,200,1,0
Andhra Biriyani Palace," Nagawara, Bangalore","Andhra, North Indian, Chinese",3.9,300,1,0
Dalma," Koramangala 6th Block, Bangalore",Odia,3.8,600,1,0
Khai Khai," HSR, Bangalore","Bengali, Biryani, North Indian, Continental, Rolls, Street Food, Beverages",3.95,500,1,0
Raaga," Indiranagar, Bangalore","North Indian, Mughlai, Biryani, Chinese, Desserts, Beverages",3.95,800,1,0
Panda Boy," Kammanahalli, Bangalore",Chinese,4.0,550,1,0
Yama Shiro," Residency Road, Bangalore","Chinese, Thai, Asian, Seafood, Japanese",3.9,1500,1,0
Sandwichwallas," Basavanagudi, Bangalore","Sandwich, Pizza, Fast Food, Street Food, Beverages",3.65,250,1,0
Patefull," Nagarbhavi, Bangalore","North Indian, Mughlai, Chinese",3.85,300,1,0
Pizza Republic," Electronic City, Bangalore","Pizza, Fast Food",3.6,550,1,0
Dhanalakshmi Grand," Malleshwaram, Bangalore","South Indian, North Indian, Chinese, Juices",3.9,300,1,0
Lion King," Kaggadasapura, Bangalore","Chinese, Thai, Seafood",4.0,500,1,0
Jagannath Food Corner," BTM, Bangalore","North Indian, Fast Food",3.85,250,1,0
Srinidhi Sagar," Old Airport Road, Bangalore","South Indian, North Indian, Chinese, Street Food",3.7,300,1,0
Paratha Plaza," Koramangala 4th Block, Bangalore","North Indian, Chinese",3.95,250,1,0
Balle Balle Punjab," Yelahanka, Bangalore",North Indian,3.9,300,1,0
Biryani Kitchen," Bellandur, Bangalore","Biryani, Chinese",3.95,400,1,0
Cafe Zone," Kumaraswamy Layout, Bangalore","Mughlai, Chinese, North Indian, Rolls",4.0,200,1,0
Fullyfilled," Indiranagar, Bangalore","Fast Food, Chinese, Lebanese",4.05,200,1,0
Sangeeta Restaurant," Sahakara Nagar, Bangalore","Street Food, Chinese, North Indian",3.85,300,1,0
Old Davanagere Benne Dosa," Rajarajeshwari Nagar, Bangalore",South Indian,3.7,150,1,0
Waffle's & Shake's," BTM, Bangalore","Desserts, Beverages, Ice Cream",3.9,300,1,0
H3Y Salad Cafe," Sahakara Nagar, Bangalore","Salad, Healthy Food, Beverages",3.95,350,1,0
Jingo Burgers," Kammanahalli, Bangalore","Burger, Fast Food",4.05,500,1,0
Breads And Co.," Basaveshwara Nagar, Bangalore","Fast Food, Beverages, Sandwich, Pizza",4.0,350,1,0
Davangere Benne Dose Hotel," Hesaraghatta, Bangalore",South Indian,3.9,150,1,0
Delhi Biryani Cafe," BTM, Bangalore","North Indian, Biryani",3.95,300,1,0
Retro The Vintage Cafe," HSR, Bangalore","Desserts, Ice Cream, Fast Food, Beverages",3.95,200,1,0
Flavours In Kitchen," Koramangala 6th Block, Bangalore","North Indian, Bengali, Chinese, Fast Food, Pizza, Street Food",3.65,500,1,0
Raj Bhog," Rajajinagar, Bangalore","North Indian, Fast Food",3.95,500,1,0
Chainama," Indiranagar, Bangalore","Fast Food, Street Food, Beverages, Tea",4.0,100,1,0
MDP Coffee House," Electronic City, Bangalore","South Indian, Beverages",4.0,200,1,0
Delice," Basaveshwara Nagar, Bangalore","Fast Food, Bakery, Desserts, Beverages, Pizza, Pasta",3.9,350,1,0
Coco Barista," BTM, Bangalore",Cafe,4.0,300,1,0
Delhi Punjabi Restaurant," Jalahalli, Bangalore","North Indian, Chinese, Street Food",3.75,300,1,0
Kelvin Scale - Natural Ice Creams and Waffle," Brookefield, Bangalore","Ice Cream, Beverages",4.1,400,1,0
New Shahi Kabab Roll Center," Indiranagar, Bangalore","Rolls, Kebab",3.9,250,1,0
Gopi Ice Creams," Banashankari, Bangalore","Desserts, Ice Cream, Beverages",3.95,100,1,0
Indori Poha," Koramangala 1st Block, Bangalore",North Indian,3.95,400,1,0
The Coffee House," ITPL Main Road, Whitefield, Bangalore","Cafe, North Indian, Fast Food, South Indian, Street Food, Beverages, Desserts",3.7,350,1,0
B2D Indori Dhaba," BTM, Bangalore","North Indian, Street Food, Chinese",3.85,200,1,0
Donne Biryani @Traffic Jam," Hennur, Bangalore","Biryani, South Indian",3.75,450,1,0
Ruchira," Whitefield, Bangalore","Bengali, Chinese, North Indian",3.7,400,1,0
Chef Baker's," New BEL Road, Bangalore","Bakery, Desserts, Fast Food, Beverages, Pizza, Pasta",3.9,500,1,0
Healthy Fuel," Kalyan Nagar, Bangalore","Beverages, Healthy Food, Sandwich",3.9,400,1,0
US Pizza," Indiranagar, Bangalore","Pizza, Italian, Fast Food, Desserts, Beverages",3.7,500,1,0
Arya Hungry ?," Sarjapur Road, Bangalore","North Indian, Chinese, Biryani",3.95,500,1,0
Makers of Milkshakes," Indiranagar, Bangalore","Beverages, Desserts",3.9,400,1,0
Arko's Cafe," Indiranagar, Bangalore","Fast Food, Rolls, Beverages",3.9,250,1,0
TeaCoction," Rajarajeshwari Nagar, Bangalore","Fast Food, Sandwich, Momos, Beverages",3.9,300,1,0
The South," Whitefield, Bangalore",South Indian,3.9,200,1,0
Sri SLV Bhavan," Bannerghatta Road, Bangalore","South Indian, Chinese",3.9,400,1,0
French Bake House," Electronic City, Bangalore","Bakery, Fast Food, Burger, Rolls, Beverages",3.9,350,1,0
Kafe Kerala," Whitefield, Bangalore","Kerala, South Indian",3.7,250,1,0
Pink Salt Cafe," Bannerghatta Road, Bangalore","Cafe, Fast Food, Juices",3.9,500,1,0
Rotana Cafe," Sarjapur Road, Bangalore","North Indian, Chinese, BBQ",3.55,400,1,0
Hyderabadi Biryani Hub," BTM, Bangalore","Biryani, North Indian, Chinese, Andhra, Hyderabadi",3.8,600,1,0
Roomali," Church Street, Bangalore","North Indian, Mughlai, Lucknowi, Seafood, Desserts, Beverages",3.9,1300,1,0
Chungs Pavilion," Domlur, Bangalore",Chinese,4.05,700,1,0
Chandus Delux," Malleshwaram, Bangalore","South Indian, North Indian, Seafood, Chinese",3.95,600,1,0
Amul Ice Cream Parlour," Bannerghatta Road, Bangalore","Ice Cream, Desserts, Beverages",3.95,250,1,0
The Sweet Spot," Bommanahalli, Bangalore",Desserts,4.1,300,1,0
Mountain Spice," Koramangala 8th Block, Bangalore",Chinese,3.85,300,1,0
Hungry Buddies," BTM, Bangalore",North Indian,3.85,150,1,0
The Biriyani Pedia," BTM, Bangalore","Biryani, North Indian",3.8,300,1,0
Tiffun," CV Raman Nagar, Bangalore","North Indian, Chinese",3.9,300,1,0
Nanna Munna Paratha House," BTM, Bangalore","North Indian, Chinese",3.9,200,1,0
Traffic Jam," Nagawara, Bangalore",North Indian,3.9,350,1,0
Tasty Shawarma," BTM, Bangalore",Lebanese,3.65,400,1,0
Homelicious Food," Rammurthy Nagar, Bangalore","North Indian, Beverages",3.55,300,1,0
Tadkawala," BTM, Bangalore","North Indian, Chinese, Biryani",3.65,500,1,0
Royal King Cafe," Kumaraswamy Layout, Bangalore","Fast Food, Pizza, Burger, Pasta, Biryani, Chinese, Desserts, Beverages",3.7,500,1,0
Indipasta," Frazer Town, Bangalore","Pasta, Fast Food",4.1,350,1,0
Andhra Cafe," Kengeri, Bangalore","Andhra, Chinese, North Indian, Biryani, Beverages",3.8,500,1,0
Cafe Zuppa," JP Nagar, Bangalore","Pizza, Fast Food",3.85,450,1,0
Little Onnion," ITPL Main Road, Whitefield, Bangalore","Biryani, Andhra",3.8,500,1,0
Tastybites.com," Brookefield, Bangalore","Fast Food, Sandwich, South Indian",3.7,150,1,0
Bombay Kulfi," Jayanagar, Bangalore","Ice Cream, Desserts",4.1,250,1,0
The Food Cottage," BTM, Bangalore","North Indian, Chinese",3.75,400,1,0
Lazeez Biryani," New BEL Road, Bangalore","North Indian, Chinese, Mughlai, Hyderabadi",3.95,400,1,0
De Shack," Koramangala 5th Block, Bangalore","Fast Food, Healthy Food, Beverages",4.0,300,1,0
Dastarkhan-e-Dilli," Kalyan Nagar, Bangalore","North Indian, Mughlai, Biryani",3.85,600,1,0
Ice Fort," Vijay Nagar, Bangalore","Ice Cream, Desserts, Beverages, Fast Food",4.1,300,1,0
Roadside Adda," New BEL Road, Bangalore","Pizza, Fast Food",3.9,300,1,0
Ruchi Punjabi Paratha," Rajarajeshwari Nagar, Bangalore","North Indian, South Indian, Beverages",3.8,300,1,0
Videsi Desserts," HSR, Bangalore","Desserts, Fast Food, Beverages",3.9,500,1,0
Videsi Desserts," HSR, Bangalore","Desserts, Fast Food, Beverages",3.9,500,1,0
Burger Zone," BTM, Bangalore","Fast Food, Burger, Sandwich",3.75,400,1,0
Combo Factory," Ulsoor, Bangalore","North Indian, Chinese, Biryani, Rolls",3.5,500,1,0
Pataka Mannar’s," Jayanagar, Bangalore","Mithai, Street Food, North Indian, Desserts",3.9,300,1,0
Neo's Pizzeria," BTM, Bangalore",Pizza,3.65,400,1,0
Chong Bong," Bannerghatta Road, Bangalore","Chinese, Momos, Fast Food",3.7,400,1,0
Tim Cafe," Marathahalli, Bangalore","Sandwich, Beverages",3.9,200,1,0
Amrutha Hyderabad Dham Biryani," Jakkur, Bangalore",Biryani,3.95,300,1,0
Bun Monk," Kammanahalli, Bangalore",Fast Food,3.9,350,1,0
Cake Dilim," HSR, Bangalore","Bakery, Desserts",3.6,400,1,0
Praja Thindi," Majestic, Bangalore",South Indian,3.95,200,1,0
The Yummy Box," Marathahalli, Bangalore","North Indian, Chinese",3.9,200,1,0
Food Of Punjab," Old Airport Road, Bangalore","North Indian, Chinese",4.05,300,1,0
Kukkad Kamal Da," Whitefield, Bangalore","North Indian, Chinese",3.85,400,1,0
Icekremos," Bannerghatta Road, Bangalore","Ice Cream, Desserts, Beverages",4.1,250,1,0
Tutu Dhaba," Nagawara, Bangalore","Biryani, North Indian, Chinese, Odia",3.7,400,1,0
Dessert House," Shanti Nagar, Bangalore","Desserts, Beverages, Juices",3.9,350,1,0
Sinful Desserts," Koramangala 1st Block, Bangalore","Beverages, Desserts",3.75,200,1,0
Baith Al Falafel," Kalyan Nagar, Bangalore","Fast Food, Beverages",3.9,350,1,0
Shawarma Fun," Inorbit Mall, Whitefield, Bangalore","Lebanese, Momos",3.9,300,1,0
Dessert Drama," Sarjapur Road, Bangalore",Bakery,3.9,300,1,0
Sri Kenchamba Restaurant," Majestic, Bangalore","South Indian, Desserts",4.0,200,1,0
Grill Yaari," Bannerghatta Road, Bangalore","Rolls, North Indian, Chinese, Fast Food",3.9,500,1,0
Mumbai Local," Hebbal, Bangalore","Street Food, Sandwich",3.8,200,1,0
Mumbai Local," Hebbal, Bangalore","Street Food, Sandwich",3.8,200,1,0
Fat Daddy's Grill House," Banaswadi, Bangalore","BBQ, Fast Food, Burger, Wraps",3.9,450,1,0
Wok in China," HSR, Bangalore",Chinese,3.9,300,1,0
Hungry Meee," Hebbal, Bangalore","South Indian, North Indian, Street Food, Fast Food",4.0,200,1,0
Food Corner," RT Nagar, Bangalore","North Indian, Chinese, Mughlai, Beverages",3.9,250,1,0
Chaat Ka Chaska," Brookefield, Bangalore","North Indian, Fast Food",3.9,250,1,0
Penta Cafe," Frazer Town, Bangalore","Sandwich, Fast Food, Beverages",3.9,350,1,0
Food Plaza," Marathahalli, Bangalore","North Indian, Chinese, Mughlai, Seafood, Beverages",3.7,350,1,0
Udupi Ruchi," Kaggadasapura, Bangalore","South Indian, North Indian, Chinese",3.9,300,1,0
Sri Kamakshi Guru Krupa," Whitefield, Bangalore",South Indian,3.9,200,1,0
Mathsya Darshini," Electronic City, Bangalore","Seafood, South Indian",3.8,400,1,0
RA Caterers And Hotel," Kengeri, Bangalore","Biryani, Mughlai",3.9,300,1,0
Garam Chai Xpress," Banashankari, Bangalore","North Indian, Tea",3.75,200,1,0
The Desi Cafe," Bommanahalli, Bangalore",North Indian,3.65,500,1,0
Ambur Star Dum Biryani," Wilson Garden, Bangalore","Biryani, Kebab",3.85,200,1,0
Cafe Joey's," Vijay Nagar, Bangalore","Fast Food, Beverages",3.9,400,1,0
KK Biryani House," Marathahalli, Bangalore","Biryani, Beverages, Fast Food",3.5,350,1,0
Chats Point," Rammurthy Nagar, Bangalore",Street Food,3.9,150,1,0
The Sandwich Club," JP Nagar, Bangalore",Fast Food,3.85,300,1,0
Chai WaLa," Indiranagar, Bangalore","Beverages, Juices, North Indian",3.9,200,1,0
Trao BBQ," Hennur, Bangalore","BBQ, Fast Food, Chinese, Sandwich, Burger",3.9,500,1,0
The Best Home Food," Indiranagar, Bangalore",South Indian,3.9,350,1,0
Amma's Biryani & Rice," Kammanahalli, Bangalore","Biryani, Fast Food",3.9,300,1,0
AL FAH Restaurant," Malleshwaram, Bangalore","North Indian, Biryani, Chinese",3.9,400,1,0
Taste Of Punjab," CV Raman Nagar, Bangalore","North Indian, Desserts",3.9,500,1,0
Sapthagiri's Naidu Eating Point," Frazer Town, Bangalore","South Indian, Biryani",3.9,300,1,0
Shetty Donne Biryani & Kebabs," BTM, Bangalore","Biryani, South Indian",3.9,300,1,0
My Pradhan's Kitchen," Marathahalli, Bangalore",North Indian,3.9,150,1,0
Vishal Foods," Bellandur, Bangalore","North Indian, Chinese",3.9,350,1,0
Halliruchi," Malleshwaram, Bangalore",Andhra,3.9,350,1,0
NuTy," Koramangala 7th Block, Bangalore","Seafood, Biryani, North Indian, Andhra, Bengali",3.9,400,1,0
Karnataka Chats," Majestic, Bangalore",Street Food,3.9,200,1,0
Sri Shankar Andhra Mess," Whitefield, Bangalore","South Indian, Andhra",3.9,300,1,0
Pepitos Bistro," Kalyan Nagar, Bangalore","Fast Food, Rolls, North Indian, Sandwich",3.9,500,1,0
Chegg's Eatery," RT Nagar, Bangalore","Fast Food, Beverages",3.9,350,1,0
UBCR," Indiranagar, Bangalore","Cafe, Beverages, Desserts, Chinese",3.9,700,1,0
Risalo Pizzeria," Marathahalli, Bangalore","Italian, Fast Food, Continental, Salad, Beverages, Desserts",3.9,1200,1,0
Urban Monkey Cafe," Sarjapur Road, Bangalore","Continental, Italian, Beverages, Desserts",4.1,700,1,0
Jade," Varthur Main Road, Whitefield, Bangalore","Chinese, Seafood",3.95,750,1,0
C. K. Mega Hot Food," BTM, Bangalore",Chinese,3.95,600,1,0
The Gourmet Kitchen & Bar," Hotel Ramanashree, Bangalore","North Indian, Chinese, Mughlai",3.5,1200,1,0
The Sandwich Station," Whitefield, Bangalore","Sandwich, Burger, Fast Food, Rolls, Beverages",3.85,400,1,0
Vandana Gardenia," Yelahanka, Bangalore","Chinese, North Indian, Biryani, Andhra, Malwani",3.85,600,1,0
Manakish," Koramangala 5th Block, Bangalore","Turkish, Lebanese, Mediterranean",3.9,700,1,0
Smokin Burg," Frazer Town, Bangalore","Burger, Pizza, American, Beverages, Desserts",3.9,500,1,0
Venus Bar And Restaurant," Yeshwantpur, Bangalore","North Indian, Fast Food, Chinese, Seafood",3.9,900,1,0
Mishmash," HSR, Bangalore","Continental, North Indian, Biryani",3.9,1400,1,0
Woods @ Wonderla Resort," Mysore Road, Bangalore","North Indian, Italian, Chinese, Fast Food, Continental, Chettinad, Desserts",3.9,1000,1,0
Woods @ Wonderla Resort," Mysore Road, Bangalore","North Indian, Italian, Chinese, Fast Food, Continental, Chettinad, Desserts",3.9,1000,1,0
Magical Spices," CV Raman Nagar, Bangalore","Mughlai, North Indian, Chinese, Continental, Oriental, Beverages, Desserts",3.9,500,1,0
Ilyazsab The House Of Chicken," BTM, Bangalore","Rolls, Kebab",3.85,250,1,0
Zayka," Bellandur, Bangalore","North Indian, Chinese",3.8,400,1,0
The Green Chilli Restaurant," Domlur, Bangalore","South Indian, North Indian, Chinese, Mughlai",3.7,300,1,0
Food And You," BTM, Bangalore","North Indian, Street Food, South Indian",3.9,400,1,0
The Kebab House," Kadubeesanahalli, Bangalore","North Indian, Mughlai",3.65,950,1,0
Kolkata Rolls & Hot Dum Biriyani On Dial," Indiranagar, Bangalore","Fast Food, Rolls",3.8,200,1,0
Payohima Ice Creams," Sarjapur Road, Bangalore",Desserts,3.9,300,1,0
Cravingz," Mantri Square, Malleshwaram, Bangalore","Fast Food, Beverages",3.9,400,1,0
Gowda's Kitchen," Basaveshwara Nagar, Bangalore",South Indian,3.8,400,1,0
Bowl Singh," Koramangala 1st Block, Bangalore",North Indian,3.9,250,1,0
Swad-Deshi Restaurant," Marathahalli, Bangalore","South Indian, Chinese",3.9,300,1,0
Biruva's Biryani House," Sarjapur Road, Bangalore","Biryani, North Indian, Chinese",3.9,200,1,0
The Food Mill Chef," Marathahalli, Bangalore","North Indian, Chinese, Fast Food",3.9,300,1,0
We Desi," BTM, Bangalore","North Indian, Mughlai",3.9,450,1,0
Tannu Foods," BTM, Bangalore","North Indian, Chinese",3.9,250,1,0
Flavrs Ice Cream," Kammanahalli, Bangalore","Ice Cream, Desserts",3.95,150,1,0
Desi Zing," Marathahalli, Bangalore","North Indian, Chinese, Fast Food",3.9,400,1,0
Eley Pulao," Koramangala 7th Block, Bangalore",Andhra,3.9,300,1,0
Point One Cafe," BTM, Bangalore","Fast Food, Desserts, Beverages",3.9,400,1,0
Northam," Nagawara, Bangalore","Pizza, North Indian, Sandwich, Fast Food",3.7,500,1,0
Om Ganesh Fruit Juice Centre," Indiranagar, Bangalore","Juices, Ice Cream",3.9,100,1,0
MilkyWay," Bommanahalli, Bangalore","Fast Food, Ice Cream, Beverages",3.9,400,1,0
MilkyWay," Bommanahalli, Bangalore","Fast Food, Ice Cream, Beverages",3.9,400,1,0
Sangeat," BTM, Bangalore",North Indian,3.9,200,1,0
KN'S Eat & Treat," Mysore Road, Bangalore","Chinese, Mughlai",3.9,300,1,0
Red Pimiento," KR Puram, Bangalore","Arabian, Continental, Italian, North Indian",3.9,450,1,0
Tasty Fast Food," New BEL Road, Bangalore","North Indian, Chinese, Biryani",3.9,300,1,0
Shradhi Lunch Home," Rajajinagar, Bangalore","Mughlai, North Indian, Chinese",3.9,400,1,0
Deky's Biryani Corner," Vijay Nagar, Bangalore",Andhra,3.8,300,1,0
Sri Krishna Veg," Basavanagudi, Bangalore",South Indian,3.9,100,1,0
Kukkeshree Veg," HBR Layout, Bangalore","South Indian, Chinese",3.9,200,1,0
Cherry Chinese Fast Food & Kolkata Kati Rolls," Hebbal, Bangalore","Chinese, Rolls, Fast Food",3.9,400,1,0
RK Hotel," Vijay Nagar, Bangalore","South Indian, North Indian, Chinese",3.9,300,1,0
Indira Canteen," Frazer Town, Bangalore",South Indian,3.9,100,1,0
Happy Singh," Inorbit Mall, Whitefield, Bangalore","Chinese, North Indian",3.95,900,1,0
Coastal Hub," Whitefield, Bangalore","Kerala, Seafood, Chinese",3.85,700,1,0
